player,total_plays,avg_xoe,total_explosives,avg_pred
M.Gesicki,68,0.7260343064280117,13,0.4651421641602236
A.Jones,288,0.7253731986404293,37,0.4030990235817929
M.Thomas,146,0.725172625727033,42,0.5624986071496794
T.Rawls,37,0.7250735083141843,3,0.3560075727668968
J.Meyers,69,0.7250452950812768,18,0.5358242701361144
M.Gaskin,104,0.7249646272796851,13,0.4000353727203149
A.Abdullah,89,0.7247111941321512,11,0.3988843114858263
T.Hightower,27,0.7243892153104147,3,0.3867218958006965
D.Singletary,169,0.7239678932364876,24,0.41804394108303905
C.Sims,40,0.7237896293401718,10,0.5262103706598282
J.Crowder,122,0.7235211665268804,26,0.48959358757148025
A.Thielen,150,0.7234450074036917,42,0.5565549925963084
M.Hollins,28,0.7233992639396872,6,0.4908864503460271
T.West,65,0.7231519002180833,6,0.369155792089609
J.Guyton,20,0.72311986759305,5,0.52688013240695
B.Hill,48,0.7229131491233906,7,0.4229201842099428
B.Watson,26,0.7227518283403837,6,0.5080174024288471
Dam.Williams,29,0.7221762404359621,4,0.4157547940467966
K.Hunt,218,0.7221700078850493,30,0.4154446710140333
R.Kelley,62,0.7219621140149332,4,0.34255401501732485
M.Jones,170,0.7217181153814582,35,0.48416423755971827
M.Pittman,69,0.7215022384256556,19,0.5538600804149241
E.Penny,29,0.7214512989438814,3,0.3819969769181876
T.Heinicke,22,0.7212796414440329,2,0.36962944946505805
T.Yeldon,103,0.7209123665267981,13,0.4053012257062116
V.McDonald,37,0.7207645330880139,8,0.49545168312820226
O.Darkwa,42,0.7204432991288957,4,0.3747947961091995
C.Hubbard,70,0.7203702603067671,6,0.36534402540751865
K.Stills,63,0.7200653257351073,13,0.48628388061409905
D.Jackson,80,0.7199935089796782,16,0.48000649102032183
C.Sutton,86,0.7195567358718362,19,0.5013734966863034
C.Hogan,47,0.7193968781131379,11,0.5146456750783515
D. Thomas,20,0.7192928411066533,4,0.4807071588933468
D.Lewis,126,0.7191363141413719,15,0.39991130490624716
R.McCloud,27,0.7190663864215215,5,0.4661187987636637
Z.Moss,50,0.718771042227745,6,0.4012289577722549
L.Treadwell,37,0.7183475309127086,8,0.49786868530350764
N.Brown,28,0.7182076243417603,4,0.4246495185153825
J.Flacco,20,0.7181871190667153,0,0.28181288093328477
T.Etienne,45,0.7181086669365565,6,0.41522466639677685
C.Michael,46,0.7177921851044116,4,0.36916433663471887
Z.Zenner,42,0.7172594677124705,5,0.40178815133514856
S.Ware,80,0.7165227809920907,11,0.4209772190079093
L.Murray,265,0.7157669496986101,23,0.37102550313157856
K.Osborn,39,0.7155738660158255,9,0.5151953647534052
T.Coleman,165,0.7149550424380736,22,0.41837829089525974
D.Waller,84,0.7145118413581735,21,0.5354881586418265
J.Williams,265,0.7143849379049158,34,0.4139169488875371
L.McCoy,220,0.7142042317851023,26,0.4039775863967159
J.Smith-Schuster,124,0.7138793174057237,27,0.5038626180781473
G.Edwards,93,0.7135304609934489,9,0.3832437325549382
S.Sims,36,0.7132589966058731,6,0.4534076700607936
W.Fuller,70,0.7132327267101832,16,0.5153387018612453
W.Smallwood,56,0.7129910668092114,5,0.3762946474765028
H.Renfrow,72,0.7125684476147095,17,0.5235426634964016
M.Davis,163,0.7118507012084949,17,0.39244377731911245
L.Bell,238,0.7115726839093601,27,0.4018726942419004
C.Beasley,107,0.7110514029442707,24,0.5132476624762901
D.Arnold,23,0.7109382282132688,5,0.5064530761345573
A.Tate,26,0.7108178964027991,6,0.5199513343664316
M.Gordon,356,0.7102420353906208,43,0.41054448146331174
R.Gronkowski,77,0.7095654068829177,22,0.576148878831368
D.Moncrief,44,0.7091811421242628,8,0.47263703969391907
K.Britt,32,0.7091726828366518,8,0.5408273171633482
J.McKinnon,150,0.7088581972320874,19,0.4178084694345792
B.Scarbrough,21,0.7079758119015467,2,0.38726228333654855
D.Njoku,68,0.7077512451831032,16,0.5275428724639556
K.Gainwell,46,0.7076497236671655,5,0.40104592850674753
J.Matthews,43,0.7073823275954224,8,0.47866418403248456
T.Gurley,312,0.7072912917878383,37,0.4112984518019053
J.Hill,123,0.7072648564732171,13,0.39842620043735194
T.Burton,43,0.7069759860981343,9,0.5023263394832611
G.Tate,100,0.7067522439360618,18,0.47324775606393815
P.Lindsay,178,0.7064875046188912,16,0.38340013583054705
N.Fant,58,0.7063639225630924,14,0.5350153877817351
M.Breida,132,0.7061191885308786,17,0.4226686902570002
Dj.Moore,34,0.70593291827861,7,0.49994943466256647
G.Everett,90,0.7052714933951696,20,0.5169507288270526
D.Johnson,495,0.704644037918611,66,0.42868929541472234
C.Meredith,28,0.7039685313190732,8,0.5817457543952125
J.Taylor,191,0.703968234633276,21,0.40597940934578164
A.Robinson,127,0.7037770451288524,27,0.508821380067998
R.Jennings,49,0.7037419877490219,4,0.3778906653122026
R.Stevenson,99,0.7036124729748928,12,0.4175996482372284
J.Grant,43,0.7033991176028584,9,0.5059032079785369
C.Kirk,98,0.702985655744465,22,0.5215041401739023
A.Gibson,156,0.7028085018197695,14,0.3869350879238202
B.Cunningham,26,0.7025072826788976,3,0.4128773327057178
D.Mooney,59,0.7020674994436361,12,0.5013223310648385
S.Barkley,257,0.7014899823220323,29,0.41135048460403767
J.Graham,95,0.701457731817898,22,0.530121215550523
T.Lockett,138,0.701383145445067,36,0.5594864197723244
J.Brown,75,0.7011846780776978,17,0.5254819885889689
K.Pitts,28,0.7011532187461853,5,0.47741820982524324
P.Williams,22,0.7010898251425136,5,0.5261829021302137
N.Harris,133,0.7010267922528705,10,0.3741611776719416
A.Dillon,90,0.7008726471000247,9,0.39912735289997525
D.Duvernay,24,0.7007920797914267,4,0.46587458687524
J.Wilson,124,0.7006032252984662,17,0.4364935488950822
S.Watkins,80,0.7005432218313217,19,0.5369567781686783
D.Funchess,53,0.7005014467351841,12,0.5259136476044385
B.Robinson,38,0.7004523920385461,2,0.35217918690882233
J.Fields,44,0.7003773772581057,6,0.4359862591055306
R.Anderson,143,0.7002805925749399,31,0.516502624208277
M.Crabtree,61,0.6999063802058579,15,0.5459952591384043
T.Sharpe,37,0.6997352629094511,8,0.5164809533067651
C.Olave,33,0.6994774156447613,7,0.5126437964764509
K.Juszczyk,59,0.6988973761514082,14,0.5383907594418121
J.James,40,0.6985795922577381,8,0.5014204077422619
K.Ballage,51,0.69768060539283006,3,0.36114292401893466
W.Gallman Jr.,31,0.697163131929213,4,0.43186912613530315
T.Austin,63,0.6970401444132366,10,0.46169001431692214
D.Williams,104,0.6965384291341672,10,0.399615417019679
K.Cole,62,0.6965202744449338,12,0.4970281126518403
C.Hyde,246,0.6959722015431257,16,0.36906844886337836
D.Amendola,78,0.6958593894273807,17,0.5220893285213373
C.Edwards-Helaire,106,0.6954692458769061,11,0.40830433902875435
T.Gabriel,44,0.6952015930278734,11,0.5547984069721266
D.Pierce,61,0.6945901708524735,5,0.3873770422622806
B.Perriman,63,0.694567143444031,15,0.5435280946512071
S.Diggs,178,0.6943399223049035,37,0.5135252462344223
B.LaFell,42,0.6943074904737019,8,0.49616870000248864
J.Johnson,32,0.693897598888725,6,0.49360240111127496
C.Herndon,25,0.6935924553871154,5,0.5064075446128845
J.Doctson,34,0.6933022106395048,6,0.4831683775957893
A.Kamara,328,0.692737496707861,38,0.42311616182872436
T.McLaurin,92,0.6921312593571518,18,0.5035209145558917
T.Pryor,28,0.6918762384780816,5,0.486695190093347
D.Freeman,224,0.6912646901660732,25,0.4203424526910697
C.Rogers,45,0.6907371540864309,10,0.5314850681357913
A.Hooper,99,0.6905422568923295,21,0.5215789552288826
L.Miller,159,0.6904980954509111,13,0.39126291083839704
T.Kroft,30,0.6904929141203563,5,0.47617375254631045
B.Berrios,46,0.69024664681890735,10,0.5271446575289187
C.Ham,23,0.6895777401716813,3,0.44085704243701435
T.Pollard,139,0.6894854017727666,13,0.40403977808334846
E.Engram,82,0.6893783093589109,17,0.5179387638118209
D.Westbrook,55,0.6889323494651101,10,0.4928858323530717
C.McCaffrey,313,0.688378246614156,31,0.4106632869321698
F.Gore,251,0.6881462387235991,15,0.3716147174516997
T.Taylor,96,0.6880019935779274,13,0.44741467308873933
J.Smith,63,0.6879336256829519,13,0.5184155806662545
R.Cobb,101,0.6877938078181578,19,0.5003250040630303
M.Gallup,84,0.6875871881133034,19,0.5386032880771727
B.Scott,59,0.686738656233933,4,0.3810579539355585
E.McGuire,44,0.6850838874551383,5,0.42855247618122533
J.Robinson,129,0.6850717458152031,14,0.42345538596774257
E.Sanders,117,0.684783122733108,27,0.5459861080361228
D.Hopkins,183,0.6843777177600913,42,0.5451304789612202
L.Fitzgerald,128,0.6836150353774428,29,0.5429474646225572
D.Martin,89,0.6832376546069477,5,0.37294212067395116
K.Raymond,41,0.6821123376125242,8,0.5130096136069879
E.Ebron,93,0.6819944529123204,19,0.5223066223564968
T.Hilton,139,0.6812361965505339,30,0.5345911415789625
D.Metcalf,71,0.6812041338900445,12,0.4878099506169977
R.Woods,163,0.6806095323862473,34,0.5279794246689674
D.Thomas,62,0.6805899604674308,13,0.5290874588874078
J.Nelson,101,0.6800599108533104,15,0.4684549406318381
G.Bernard,145,0.6799106114897234,15,0.4235376643723455
C.Edmonds,129,0.6798903075761573,16,0.44414070017578067
P.Barber,161,0.6795512911695871,11,0.3887716901968725
M.Lee,32,0.6792821930721402,5,0.4769678069278598
D.Booker,163,0.6782191242177062,17,0.4260753543099011
J.Akins,44,0.6779744157736952,10,0.5492983114990321
R.Burkhead,137,0.677972277150537,13,0.4169182337983681
M.Brown,173,0.6763577620590353,23,0.4565902148195774
T.Hockenson,68,0.6760246815050349,14,0.5298576714361415
M.Forte,84,0.6758110846082369,2,0.34799843920128687
C.Thompson,95,0.6744040627228586,14,0.47296435832977296
D.Ogunbowale,49,0.674362066144846,5,0.42767875018168466
J.Doyle,83,0.6740318360817001,18,0.542835633797818
J.Palmer,41,0.6735106172358117,8,0.5216113339837004
J.McNichols,33,0.6733517371343843,3,0.41755735377470654
DK.Metcalf,21,0.6730038495290847,4,0.5174723409471058
A.Miller,47,0.6728512543313047,9,0.5186381073708229
J.McKissic,101,0.6723516286894826,11,0.4365592623996262
R.Gage,66,0.6719426307262797,13,0.5250270662434173
J.Rodgers,57,0.6717432384428225,5,0.4159760598027915
S.Ahmed,34,0.6716073216760859,2,0.3872162077356787
D.Adams,206,0.6713900106045806,44,0.542202222405128
C.Prosise,22,0.6711626811461016,3,0.46520095521753485
Z.Pascal,60,0.6707578596969446,12,0.5292421403030555
A.Cooper,154,0.6706141294403509,34,0.5501650913388698
T.Higbee,92,0.6704531224525493,19,0.5360686166778855
Ja.Williams,63,0.6699929085988847,4,0.39349915489317877
K.Johnson,92,0.6693789628536805,9,0.42844712410284125
T.Patrick,43,0.6689988062825314,8,0.5170477053453756
G.Wilson,38,0.6681992227309629,7,0.5160113035848266
E.Moore,25,0.6680798387527466,6,0.5719201612472534
T.Cohen,109,0.6670501348348933,13,0.4522159202109783
D.Schultz,71,0.6658897433482426,13,0.5172088482010533
C.Kmet,29,0.6648441285922609,6,0.542052423131877
D.Robinson,81,0.6648246853807827,14,0.5080148207920568
J.Samuels,55,0.664769169959155,5,0.4261399209499359
D.Byrd,38,0.6640367056978377,8,0.5464896100916361
Z.Miller,21,0.6628741394905817,3,0.4799830033665612
P.Campbell,39,0.6620345772841038,8,0.5430936278441013
R.Turbin,29,0.6605670364766285,0,0.3394329635233715
D.Hilliard,25,0.6601701235771179,2,0.41982987642288205
A.Erickson,36,0.6601544879376888,5,0.47873440095120007
P.Perkins,45,0.6601530743969811,2,0.38429137004746333
M.Lewis,31,0.6599130399765507,6,0.5336353471202235
C.Moore,36,0.6598704854647318,5,0.479018403424157
N.Vannett,29,0.6595282015101663,5,0.512885591593282
S.Perine,97,0.6588710018039978,4,0.382366111598064
D.Brown,23,0.6588098277216372,4,0.5151032157566237
D.Washington,111,0.6581290174980421,6,0.3959250365560119
C.West,32,0.6574214436113834,3,0.43632855638861656
Z.Ertz,144,0.6573892964257134,23,0.5023329257965088
N.Agholor,88,0.6570129485970194,16,0.5248052332211625
T.Riddick,76,0.6566944624248304,9,0.46172659020674856
R.Ellison,25,0.656401116847992,2,0.42359888315200805
J.Richard,106,0.6562103145527389,11,0.44756327035292137
R.Louis,24,0.6560682971030474,4,0.5105983695636193
L.Shenault,34,0.6559380064992344,5,0.4911208170301774
J.Reed,56,0.6556550330881562,9,0.5050592526261296
Ty.Williams,37,0.6556351921848349,9,0.5876080510584084
K.Rudolph,88,0.6551631076092069,17,0.5380187105726112
J.Edelman,99,0.652513782333846,19,0.5394054095853459
J.Kearse,48,0.6522214810053507,8,0.5144451856613159
J.Waddle,44,0.6521893953057852,7,0.5069015137851238
C.Johnson,29,0.6517363719899079,3,0.4517119038721611
J.Adams,39,0.6514514516561459,2,0.39983059962590534
Q.Enunwa,37,0.6505342625282906,6,0.5116278996338716
J.Wright,38,0.6503561037151437,6,0.5075386331269616
D.Swift,118,0.6497219790846614,11,0.44349835989838937
R.Armstead,20,0.6490685254335403,1,0.40093147456645967
Mi.Carter,78,0.6488101302813261,4,0.4024719210007252
D.Dallas,28,0.6470942039574895,3,0.4600486531853676
C.Uzomah,57,0.6460750667672408,7,0.47673195077661884
L.Kendricks,30,0.6459435721238455,4,0.4873897612094879
N.Boyle,20,0.6457132160663605,1,0.40428678393363954
J.Hardy,23,0.6455348056295643,4,0.5283782378486965
J.Jackson,79,0.6449616260920898,6,0.4309877409965177
A.Hurns,43,0.6442153914723285,9,0.5650869341090669
P.Garcon,40,0.6410582017153501,9,0.5839417982846499
J.Kelley,55,0.6410208940505981,1,0.37716092413122004
N.Hines,123,0.6407518956234785,16,0.48932940518952966
M.Sanu,82,0.6406986631634759,17,0.5666184100072559
B.Snell,55,0.6405533162030307,2,0.3958103201606057
B.Marshall,52,0.639427594267405,6,0.4759570211172104
J.Hollister,22,0.6383547281677072,3,0.4980089081959291
J.White,128,0.6381078369449824,15,0.4790796630550176
R.White,45,0.637826904323366,2,0.4066175401210785
A.Wilson,53,0.6374542437634378,8,0.5134891524629773
C.Godwin,105,0.6370234604392733,21,0.5629765395607267
B.Fowler,36,0.6369901407096121,3,0.44634319262372124
M.Tolbert,32,0.636746518779546,1,0.394503481220454
O.Zaccheaus,29,0.6365311233134106,4,0.5013999111693481
S.Smith,35,0.6363802662917546,6,0.5350483051368169
D.Baldwin,65,0.6357072183719048,11,0.5335235508588644
J.Landry,169,0.6355715680580872,29,0.5360260650780074
P.Richardson,39,0.6350156737443728,7,0.5444715057428067
D.Sproles,52,0.6341598518192768,3,0.4235324558730309
J.Kerley,31,0.6319015727889153,3,0.4648726207594718
H.Bryant,22,0.6312009197744456,3,0.5051627165891908
R.Seals-Jones,43,0.6311468426571336,6,0.5083880410637966
G.Allison,30,0.6287416656812032,5,0.5379250009854635
J.Hasty,34,0.6287260835661608,3,0.4595092105514863
R.Grant,23,0.6264465088429658,3,0.5039882737657299
J.Charles,22,0.6262472529302944,1,0.4192072925242511
A.Humphries,81,0.6258366153931912,12,0.5223115327549569
Z.Jones,88,0.6250069793313742,12,0.5113566570322622
M.Murphy,23,0.6247530398161515,2,0.46220348192297894
P.Freiermuth,28,0.6238620866622243,3,0.4832807704806328
C.Brate,80,0.6226020529866219,13,0.5398979470133781
H.Hurst,55,0.6217007593675093,8,0.5237537860870362
M.Floyd,24,0.6197672796746095,3,0.5052327203253905
P.Dorsett,50,0.6194708347320557,8,0.5405291652679444
D.Hamilton,34,0.618494756081525,5,0.5285640674478868
R.Griffin,65,0.6181619331240654,7,0.4895303745682423
Q.Watkins,26,0.617923800761883,3,0.4974608146227323
T.Eifert,33,0.6178448168617307,4,0.5033673043503906
T.Jones,44,0.6168001134964552,4,0.47410897741263563
L.Thomas,50,0.6163579893112182,5,0.48364201068878176
