player,total_plays,avg_xoe,total_explosives,avg_pred
J.Forsett,22,0.6148166764866222,0,0.3851833235133778
V.Jefferson,32,0.6117408340796828,4,0.5132591659203172
B.Jarwin,20,0.6113021075725555,3,0.5386978924274445
A.Seferian-Jenkins,22,0.6112777319821444,1,0.434176813472401
R.Smith,27,0.6102488272719913,0,0.3897511727280087
G.Ward,33,0.6078400936993685,4,0.5133720275127527
S.Draughn,24,0.6058694782356421,1,0.43579718843102455
T.Sherfield,28,0.6054062763495105,5,0.5731651522219181
J.Witten,51,0.6046474540934843,9,0.5718231341418099
A.Ellington,29,0.6019060262318315,2,0.4670594910095478
C.Clay,56,0.5971805900335312,6,0.5099622671093259
Z.Knight,20,0.5949645608663559,1,0.4550354391336441
R.Rodgers,22,0.5944882793860002,2,0.4964208115230907
B.Coleman,20,0.5937250822782516,3,0.5562749177217483
T.Benjamin,37,0.5924340414034354,4,0.5156740667046728
A.Gates,40,0.5917261004447937,3,0.4832738995552063
I.Smith,81,0.5903768894481071,6,0.48369718462596706
J.O'Shaughnessy,32,0.5892820139415562,4,0.5357179860584438
A.Boldin,20,0.587536795437336,1,0.46246320456266404
S.Miller,30,0.5873643914858501,3,0.51263560851415
J.Thomas,25,0.5853766584396363,2,0.49462334156036375
I.McKenzie,45,0.5830741031302347,5,0.5280370079808765
J.Bellamy,24,0.5822331377615532,3,0.5427668622384468
M.Bryant,30,0.5799074545502663,4,0.553425878783067
D.Thompson,42,0.575411590791884,5,0.5436360282557351
I.Thomas,40,0.5715863570570946,4,0.5284136429429054
R.Moore,21,0.5711545915830702,2,0.524083503655025
D.Fells,22,0.557917441834103,3,0.5784461945295334
G.Swaim,30,0.5555693099896113,3,0.5444306900103887
C.Fiedorowicz,21,0.5354971218676794,2,0.5597409733704158
S.Vereen,31,0.5347466055423983,0,0.4652533944576017
K.Smith,26,0.533516166301874,1,0.5049453721596644
E.Rogers,26,0.5246673163313132,1,0.5137942221302253
R.James,26,0.503515726671769,1,0.5349458117897694
D.Smythe,20,0.49849841445684434,1,0.5515015855431556
